title,date,end_date,all_day,start_time,end_time,category,status,tags,urls,description,location,private,kind
元日,2023-01-01,2023-01-01,true,,,祝日,,holiday,,日本の祝日,,false,event
元日 振替休日,2023-01-02,2023-01-02,true,,,祝日,,holiday,,日本の祝日,,false,event
自分の練習,2023-01-03,2023-01-03,true,,,予定,done,"ランニング, 自分の練習",,"ペース: k/4'21
距離: 10.00km",,false,event
成人の日,2023-01-09,2023-01-09,true,,,祝日,,holiday,,日本の祝日,,false,event
建国記念の日,2023-02-11,2023-02-11,true,,,祝日,,holiday,,日本の祝日,,false,event
天皇誕生日,2023-02-23,2023-02-23,true,,,祝日,,holiday,,日本の祝日,,false,event
大学立ち入り禁止,2023-03-09,2023-03-09,false,23:00,,予定,scheduled,,,,,false,event
春分の日,2023-03-21,2023-03-21,true,,,祝日,,holiday,,日本の祝日,,false,event
大牟田春季記録会,2023-03-25,2023-03-25,true,,,予定,scheduled,,,,,false,event
音楽部会打ち上げ,2023-03-28,2023-03-28,false,09:00,,予定,scheduled,,,"https://www.hotpepper.jp/strJ000034086/
https://www.google.com/maps/place/32%C2%B048'02.2%22N+130%C2%B042'24.2%22E/@32.8006023,130.7067207,18z/data=!4m4!3m3!8m2!3d32.8006023!4d130.7067207?hl=ja
",,false,event
千葉出張,2023-04-02,2023-04-02,true,,,予定,scheduled,,,"4/2(日)
 14:00までに熊本空港に集合
熊本14:55→羽田16:40 

4/4(火) 
羽田16:35→熊本18:30 
アパホテル（西船橋駅前）
",,false,event
在宅勤務,2023-04-27,2023-04-27,true,,,予定,scheduled,,,,,false,event
在宅勤務,2023-04-28,2023-04-28,true,,,予定,scheduled,,,,,false,event
昭和の日,2023-04-29,2023-04-29,true,,,祝日,,holiday,,日本の祝日,,false,event
在宅勤務,2023-05-02,2023-05-02,true,,,予定,scheduled,,,,,false,event
憲法記念日,2023-05-03,2023-05-03,true,,,祝日,,holiday,,日本の祝日,,false,event
みどりの日,2023-05-04,2023-05-04,true,,,祝日,,holiday,,日本の祝日,,false,event
こどもの日,2023-05-05,2023-05-05,true,,,祝日,,holiday,,日本の祝日,,false,event
fabpro MTG,2023-05-05,2023-05-05,false,11:00,,予定,scheduled,,,,,false,event
熊本メンバーで昼食,2023-05-26,2023-05-26,false,03:00,,予定,scheduled,,,,,false,event
荒尾市陸上競技選手権,2023-06-03,2023-06-03,true,,,予定,scheduled,,,,,false,event
もんじゃ,2023-06-05,2023-06-05,false,10:00,,予定,scheduled,,,,,false,event
中学選手権,2023-06-10,2023-06-10,true,,,予定,scheduled,,,,,false,event
免許更新,2023-06-18,2023-06-18,true,,,予定,scheduled,,,,,false,event
通信陸上,2023-06-24,2023-06-24,true,,,予定,scheduled,,,,,false,event
熊本県長距離記録会,2023-07-01,2023-07-01,true,,,予定,scheduled,,,,,false,event
夕食,2023-07-07,2023-07-07,false,12:30,,予定,scheduled,,,,,false,event
国体最終選考,2023-07-08,2023-07-08,true,,,予定,scheduled,,,,,false,event
免許更新予備日,2023-07-09,2023-07-09,true,,,予定,scheduled,,,,,false,event
海の日,2023-07-17,2023-07-17,true,,,祝日,,holiday,,日本の祝日,,false,event
岱明中夏休み開始,2023-07-22,2023-07-22,true,,,予定,scheduled,,,,,false,event
県中体連陸上,2023-07-22,2023-07-22,true,,,予定,scheduled,,,,,false,event
熊本市陸上記録会,2023-07-29,2023-07-29,true,,,予定,scheduled,,,,,false,event
荒尾サマー陸上,2023-07-30,2023-07-30,true,,,予定,scheduled,,,,,false,event
山の日,2023-08-11,2023-08-11,true,,,祝日,,holiday,,日本の祝日,,false,event
休暇日,2023-08-14,2023-08-14,true,,,予定,scheduled,,,,,false,event
休暇日,2023-08-15,2023-08-15,true,,,予定,scheduled,,,,,false,event
MDC福岡,2023-08-19,2023-08-19,true,,,予定,scheduled,,,,,false,event
食事会,2023-08-22,2023-08-22,false,10:00,,予定,scheduled,,,,,false,event
FABPROミーティング,2023-08-25,2023-08-25,false,11:00,,予定,scheduled,,,,,false,event
ジュニアオリンピック,2023-08-26,2023-08-26,true,,,予定,scheduled,,,,,false,event
県大練習会,2023-08-26,2023-08-26,false,10:00,,予定,scheduled,,,,,false,event
岱明中夏休み終了,2023-08-27,2023-08-27,true,,,予定,scheduled,,,,,false,event
県大練習会,2023-08-27,2023-08-27,false,10:00,,予定,scheduled,,,,,false,event
県大練習会,2023-08-30,2023-08-30,false,10:00,,予定,scheduled,,,,,false,event
学年別陸上,2023-09-02,2023-09-02,true,,,予定,scheduled,,,,,false,event
県大練習会,2023-09-03,2023-09-03,false,10:00,,予定,scheduled,,,,,false,event
県大練習会,2023-09-06,2023-09-06,false,10:00,,予定,scheduled,,,,,false,event
